County,Days_on_Market,Days_On_Market_Growth_YoY,Avg_Home_Value,Home_Value_Growth_YoY,Inventory_Surplus_Deficit,Population,Sale_Inventory_Growth_YoY,Sale_Inventory_Growth_MoM,Home_Sales_Growth_YoY,Price_Cut_Percentage,Population_Growth,Cap_Rate,Home_Price_Forecast,Vacancy_Rate,Median_Age,Housing_Unit_Growth_Rate
"Early, GA",64.0,,114285.0,0.5,,10683.0,7.6,12.0,100.0,23.5,3.2,,51.0,18.0,40.7,
"East Baton Rouge, LA",64.0,5.7,231282.0,0.4,15.4,448467.0,19.8,4.9,,22.7,1.7,7.0,43.0,14.6,34.6,6.3
"East Feliciana, LA",68.0,46.7,207577.0,0.6,8.9,19378.0,29.6,11.1,225.0,9.5,,5.4,48.0,20.0,44.6,
"Eastland, TX",93.0,38.2,144701.0,,69.3,17846.0,19.0,,18.1,32.6,,,31.0,23.6,42.6,
"Eaton, MI",34.0,51.1,256962.0,3.0,,108820.0,15.8,10.9,,21.5,,4.2,54.0,5.6,41.4,0.4
"Eau Claire, WI",,,,,,,17.9,0.3,11.1,18.0,3.2,3.3,47.0,5.1,35.7,6.2
"Echols, GA",177.0,95.5,161587.0,,,3705.0,,,0.0,0.0,,8.2,43.0,17.9,31.2,
"Ector, TX",43.0,5.5,246029.0,4.2,,164494.0,14.1,5.3,,38.6,1.4,6.6,52.0,4.5,31.6,19.5
"Eddy, ND",,,,,,,100.0,0.0,0.0,0.0,0.2,,59.0,14.6,48.7,0.5
"Eddy, NM",64.0,55.1,231838.0,4.3,,61114.0,50.0,2.3,1.7,15.1,6.4,10.2,54.0,12.7,35.9,9.7
"Edgar, IL",38.0,,102681.0,,,16637.0,,0.0,30.7,23.5,,,57.0,7.5,46.4,
"Edgecombe, NC",63.0,49.1,135378.0,,27.4,48777.0,32.2,,,18.6,,9.8,42.0,16.0,41.7,
"Edgefield, SC",103.0,31.2,251935.0,3.1,74.3,26508.0,25.3,,21.4,14.6,,5.1,32.0,15.9,42.0,4.0
"Edmonson, KY",68.0,,196118.0,8.5,58.3,12243.0,11.5,1.7,12.5,18.6,0.9,6.2,41.0,22.7,45.3,
"Edmunds, SD",,,,,,,83.3,15.7,,36.3,2.3,,44.0,16.0,43.6,
"Edwards, IL",60.0,5.2,116142.0,,15.9,6118.0,66.6,66.6,0.0,40.0,,,44.0,12.8,44.6,
"Edwards, KS",112.0,122.8,79317.0,11.5,109.5,2817.0,0.0,0.0,,0.0,,,34.0,23.4,44.3,
"Effingham, GA",50.0,25.7,340274.0,3.6,41.2,71541.0,67.5,14.2,,25.6,21.8,4.6,45.0,4.5,35.8,20.6
"Effingham, IL",37.0,,211541.0,2.2,,34505.0,,,11.5,33.3,0.9,,53.0,8.5,39.5,3.1
"El Dorado, CA",,,,,,,44.3,27.5,0.0,30.1,0.8,3.5,42.0,18.3,46.5,4.7
"El Paso, CO",37.0,23.3,469323.0,,87.5,744215.0,47.3,15.1,,34.9,4.2,4.5,26.0,4.2,35.4,13.4
"El Paso, TX",60.0,12.1,226549.0,1.5,33.5,869880.0,11.2,5.5,2.1,14.4,3.4,6.7,44.0,7.6,33.9,8.8
"Elbert, CO",44.0,15.7,687723.0,1.6,79.2,27152.0,64.1,9.4,32.6,31.8,7.9,2.2,30.0,5.2,44.8,7.7
"Elbert, GA",58.0,9.4,162760.0,3.2,64.7,19725.0,103.2,15.8,8.3,16.2,2.6,,41.0,12.0,42.4,
"Elk, KS",51.0,161.5,77802.0,9.9,,2464.0,,,33.3,0.0,,,56.0,28.3,49.6,
"Elk, PA",49.0,1.5,114574.0,2.0,,30703.0,0.0,,,23.5,0.3,,55.0,20.1,48.5,
"Elkhart, IN",34.0,7.9,249422.0,4.5,15.0,206409.0,28.9,9.6,15.3,22.2,0.4,4.7,48.0,9.2,36.3,1.7
"Elko, NV",64.0,17.4,360911.0,4.7,17.0,53852.0,8.6,7.5,,15.9,3.0,4.6,50.0,11.2,35.4,3.1
"Elliott, KY",80.0,93.8,155811.0,13.1,,7336.0,23.0,33.3,50.0,40.0,,,63.0,25.3,44.4,
"Ellis, KS",47.0,,235674.0,6.8,,28870.0,33.3,16.6,25.0,18.3,,4.9,56.0,8.0,32.5,0.2
"Ellis, OK",35.0,,99156.0,,,3717.0,,0.0,0.0,0.0,,,50.0,31.9,43.4,
"Ellis, TX",51.0,4.0,376630.0,,64.8,222829.0,7.9,4.6,0.0,31.8,24.1,4.7,30.0,4.0,36.4,24.0
"Ellsworth, KS",77.0,,121995.0,9.2,,6366.0,7.3,18.9,400.0,16.0,1.1,,53.0,25.1,43.7,
"Elmore, AL",50.0,12.3,268197.0,3.3,10.3,90441.0,40.1,0.0,13.1,19.2,10.4,5.6,49.0,10.2,40.2,9.1
"Elmore, ID",,,,,,,55.0,16.2,6.0,24.5,9.8,5.3,37.0,10.8,32.5,
"Emanuel, GA",52.0,7.2,125838.0,2.7,22.8,22961.0,100.0,34.3,,15.6,2.0,,49.0,17.2,38.6,0.4
"Emmet, IA",39.0,185.1,142439.0,1.8,,9316.0,21.4,47.8,,32.0,,,57.0,13.1,43.3,
"Emmet, MI",,,,,,,12.7,23.8,,20.0,3.3,,51.0,33.2,46.4,1.4
"Emmons, ND",,,,,,,,60.0,50.0,0.0,,,65.0,26.0,51.5,
"Emporia, VA",47.0,11.8,143146.0,3.3,,5633.0,,,0.0,0.0,4.6,,53.0,21.4,39.5,17.6
"Erath, TX",60.0,3.0,337644.0,2.8,86.7,43244.0,34.5,8.7,,22.1,4.2,4.1,32.0,11.5,31.9,3.1
"Erie, NY",26.0,6.2,281070.0,4.0,,946147.0,10.6,26.2,,8.2,2.8,4.3,54.0,7.2,40.7,2.9
"Erie, OH",43.0,,227396.0,7.6,,74035.0,25.4,13.4,1.4,24.1,,8.3,58.0,13.1,47.1,2.1
"Erie, PA",36.0,,205227.0,6.1,,267571.0,5.7,20.0,,14.4,,5.1,64.0,7.6,41.3,
"Escambia, AL",65.0,1.1,136355.0,,9.8,36695.0,21.7,5.5,58.3,20.1,,,45.0,23.7,40.5,0.9
"Escambia, FL",67.0,14.5,277523.0,,61.5,326928.0,21.4,5.3,,29.9,3.6,7.6,33.0,13.1,38.2,6.1
"Essex, MA",,,,,,,34.7,28.3,3.1,24.7,2.4,3.7,55.0,5.1,41.7,5.3
"Essex, NJ",,,,,,,24.9,10.9,3.4,10.9,6.4,3.5,58.0,4.4,37.8,5.8
"Essex, NY",,,,,,,24.1,16.5,,15.3,,,48.0,36.6,49.5,
"Essex, VA",46.0,,292063.0,3.3,,10604.0,36.3,1.1,27.2,14.8,,,52.0,24.0,47.1,
"Essex, VT",,,,,,,16.6,7.6,,9.5,,,55.0,44.4,51.4,
"Estill, KY",51.0,9.6,130648.0,8.2,,14079.0,10.5,2.4,100.0,11.1,,8.4,53.0,13.8,44.3,
"Etowah, AL",57.0,9.6,174000.0,4.7,8.3,103241.0,17.6,,32.8,25.7,0.7,5.9,49.0,16.2,41.2,
"Eureka, NV",,,,,,,100.0,42.8,0.0,0.0,,11.4,56.0,38.2,50.1,
"Evangeline, LA",69.0,,115362.0,,9.6,32162.0,22.0,9.3,71.4,30.7,,,47.0,15.7,37.7,
"Evans, GA",51.0,110.4,153607.0,,53.8,10740.0,51.5,28.2,,12.5,0.1,8.4,41.0,17.1,36.9,
"Fairfax, VA",56.0,292.9,799712.0,5.6,33.3,24478.0,100.0,0.0,10.0,0.0,2.5,3.1,32.0,1.7,37.3,4.6
"Fairfax, VA",56.0,292.9,799712.0,5.6,33.3,24478.0,100.0,0.0,10.0,0.0,2.5,3.1,50.0,3.7,39.5,3.7
"Fairfax, VA",56.0,292.9,799712.0,5.6,33.3,24478.0,103.2,17.0,,21.2,,3.2,32.0,1.7,37.3,4.6
"Fairfax, VA",56.0,292.9,799712.0,5.6,33.3,24478.0,103.2,17.0,,21.2,,3.2,50.0,3.7,39.5,3.7
"Fairfax, VA",22.0,12.8,792806.0,4.2,18.8,1141878.0,100.0,0.0,10.0,0.0,2.5,3.1,32.0,1.7,37.3,4.6
"Fairfax, VA",22.0,12.8,792806.0,4.2,18.8,1141878.0,100.0,0.0,10.0,0.0,2.5,3.1,50.0,3.7,39.5,3.7
"Fairfax, VA",22.0,12.8,792806.0,4.2,18.8,1141878.0,103.2,17.0,,21.2,,3.2,32.0,1.7,37.3,4.6
"Fairfax, VA",22.0,12.8,792806.0,4.2,18.8,1141878.0,103.2,17.0,,21.2,,3.2,50.0,3.7,39.5,3.7
"Fairfield, CT",,,,,,,,,,,1.6,3.7,,6.1,41.2,3.4
"Fairfield, OH",28.0,14.5,361601.0,3.0,18.9,165360.0,14.5,31.4,,27.7,6.1,3.8,48.0,2.9,39.7,5.2
"Fairfield, SC",50.0,7.5,162344.0,,13.9,20741.0,40.2,11.3,,32.8,,8.6,48.0,19.9,46.7,
"Fall River, SD",54.0,,290754.0,4.3,40.3,7179.0,45.2,9.2,,29.8,5.9,,41.0,16.0,54.5,
"Fallon, MT",,,,,,,71.4,20.0,300.0,30.7,,,41.0,21.0,37.2,
"Falls Church, VA",47.0,147.3,1111058.0,7.5,104.8,14593.0,,9.0,100.0,11.1,3.7,2.0,31.0,4.8,39.4,7.7
"Falls, TX",40.0,,148873.0,,136.9,17063.0,79.2,20.0,233.3,25.0,,7.1,31.0,19.3,41.5,
"Fannin, GA",61.0,0.0,503497.0,0.4,59.0,25605.0,26.4,15.8,,21.1,2.7,,37.0,37.3,54.0,6.4
"Fannin, TX",62.0,0.8,286528.0,1.3,104.1,36525.0,25.1,5.2,,27.5,6.8,5.1,31.0,13.2,40.7,2.4
"Faribault, MN",65.0,22.6,147952.0,7.3,,13909.0,,7.3,,20.5,0.0,,60.0,10.8,44.6,
"Faulkner, AR",46.0,10.1,252635.0,3.7,42.5,129951.0,22.7,,5.3,18.5,4.1,5.4,43.0,7.0,34.6,8.5
"Fauquier, VA",31.0,,631196.0,5.2,,75165.0,59.3,14.6,3.7,21.3,6.3,2.8,55.0,6.2,41.2,5.9
"Fayette, AL",63.0,36.2,142092.0,4.4,73.2,16173.0,64.1,0.9,100.0,15.1,,,34.0,22.4,42.8,
"Fayette, GA",54.0,56.5,499763.0,0.8,42.6,123351.0,81.5,8.3,9.0,26.9,8.7,4.0,38.0,4.2,43.6,9.4
"Fayette, IA",46.0,,145170.0,4.5,,19393.0,,17.6,,28.2,,,56.0,12.0,43.7,
"Fayette, IL",60.0,52.8,155202.0,,,21380.0,,21.5,100.0,28.5,,,60.0,11.4,41.7,
"Fayette, IN",45.0,,157004.0,8.1,36.3,23390.0,44.6,,,32.6,0.5,,43.0,13.0,43.9,0.7
"Fayette, KY",37.0,20.3,322069.0,4.6,,320154.0,41.6,11.1,,18.1,,4.9,52.0,5.7,35.4,5.4
"Fayette, OH",44.0,62.9,228933.0,4.8,19.7,28880.0,51.4,19.1,17.2,35.1,0.8,,46.0,8.3,40.8,
"Fayette, PA",67.0,16.5,139158.0,,,123915.0,3.2,0.4,,21.8,,8.3,52.0,10.7,45.9,
"Fayette, TN",65.0,,373255.0,1.1,95.2,42653.0,51.6,9.5,15.1,20.5,7.4,3.2,31.0,7.5,47.2,7.4
"Fayette, TX",96.0,47.1,461251.0,1.4,71.4,24783.0,24.5,3.1,35.7,20.3,,,31.0,25.3,48.6,
"Fayette, WV",46.0,,126641.0,3.5,6.8,39987.0,51.3,15.8,,14.6,,9.6,54.0,15.8,44.5,
"Fentress, TN",77.0,5.5,238335.0,6.5,29.3,18948.0,9.6,2.5,,25.2,5.3,,42.0,16.4,47.0,2.3
"Fergus, MT",,,,,,,78.9,,100.0,22.6,2.7,,45.0,13.4,45.3,1.9
"Ferry, WA",,,,,,,57.3,13.4,,18.1,,,39.0,23.5,52.8,
"Fillmore, MN",40.0,,289500.0,2.3,24.2,21346.0,53.8,23.4,,20.0,2.1,3.4,48.0,10.7,42.3,
"Fillmore, NE",57.0,121.5,169349.0,5.8,48.5,5551.0,18.1,0.0,,0.0,,,35.0,12.8,46.3,
"Finney, KS",66.0,10.0,237707.0,1.8,47.7,38001.0,6.9,12.8,56.2,27.0,2.8,,37.0,7.5,32.1,5.7
"Fisher, TX",106.0,25.8,95187.0,,37.3,3661.0,112.5,,0.0,0.0,,,38.0,22.0,42.6,
"Flagler, FL",73.0,12.3,357953.0,,57.1,131439.0,23.3,0.9,,31.8,17.2,6.9,32.0,12.0,52.9,21.6
"Flathead, MT",,,,,,,17.2,21.8,,22.9,11.3,3.7,44.0,13.4,41.7,7.1
"Fleming, KY",105.0,156.4,185644.0,11.0,43.8,15221.0,68.4,,0.0,19.5,5.1,,35.0,14.7,41.0,1.3
"Florence, SC",54.0,11.4,195938.0,2.4,7.2,137214.0,23.5,2.4,19.8,20.7,,9.6,47.0,14.4,39.5,2.5
"Florence, WI",,,,,,,18.1,62.5,0.0,0.0,6.4,,65.0,54.7,54.8,
"Floyd, GA",61.0,34.0,231131.0,2.2,45.0,100113.0,53.9,3.0,,23.3,2.2,6.1,40.0,8.0,37.8,1.2
"Floyd, IA",53.0,,150995.0,3.9,,15502.0,16.6,9.3,33.3,14.8,,,55.0,9.4,44.2,
"Floyd, IN",44.0,34.3,280774.0,3.1,22.3,80809.0,,2.8,17.7,26.6,3.8,5.0,45.0,9.1,41.2,6.1
"Floyd, KY",79.0,8.6,96071.0,4.3,,35342.0,,,,16.4,,,56.0,17.2,43.1,
"Floyd, TX",115.0,10.0,92004.0,,82.2,5294.0,20.0,0.0,0.0,21.0,,,30.0,25.4,38.5,
"Floyd, VA",52.0,,249557.0,,,15560.0,6.6,0.0,,17.0,,6.1,56.0,16.3,48.0,
"Fluvanna, VA",34.0,6.3,371750.0,3.8,,27764.0,52.1,27.2,,17.6,5.6,4.5,55.0,9.5,43.3,4.5
"Foard, TX",280.0,574.7,77536.0,,,1079.0,,0.0,,0.0,,,42.0,30.0,45.7,
"Fond du Lac, WI",39.0,,275029.0,5.5,5.3,103948.0,36.1,20.4,,10.5,0.8,3.3,56.0,4.1,41.6,1.7
"Ford, IL",59.0,116.5,145878.0,5.1,,13396.0,,,,11.7,,7.3,65.0,8.5,42.5,
"Ford, KS",93.0,103.3,213413.0,7.3,61.5,34133.0,78.0,,,16.8,,,36.0,6.8,31.9,3.1
"Forest, PA",91.0,94.6,119386.0,0.5,,6785.0,22.2,,133.3,12.5,,,52.0,72.1,48.6,
"Forest, WI",,,,,,,73.0,60.7,,7.4,2.6,,58.0,54.5,49.1,
"Forrest, MS",51.0,11.4,182450.0,2.9,14.0,78208.0,4.3,,,21.8,4.2,8.6,46.0,10.7,32.9,2.0
"Forsyth, GA",36.0,30.9,642188.0,,28.0,272887.0,84.3,20.1,,37.6,15.3,4.0,44.0,4.8,39.8,13.2
"Forsyth, NC",42.0,10.5,277456.0,1.1,28.1,392921.0,38.4,7.9,8.0,23.0,3.6,7.5,45.0,6.6,37.8,6.5
"Fort Bend, TX",38.0,20.6,394689.0,,29.0,916778.0,49.9,7.6,8.0,25.2,16.3,5.0,43.0,4.4,37.6,21.9
"Foster, ND",,,,,,,,33.3,0.0,0.0,2.4,,70.0,14.9,43.3,
"Fountain, IN",38.0,,182795.0,5.2,5.4,16546.0,,41.6,0.0,22.6,0.3,,55.0,12.3,42.8,
"Franklin, AL",72.0,5.8,178875.0,1.7,,31978.0,,4.0,30.7,17.6,1.3,,49.0,16.9,38.6,
"Franklin, AR",61.0,11.9,169791.0,1.3,21.9,17220.0,35.0,2.6,,26.9,,,45.0,11.2,42.4,
"Franklin, FL",86.0,14.6,425910.0,,51.3,12418.0,21.8,,,19.8,5.8,,34.0,41.9,49.2,
"Franklin, GA",58.0,75.7,285628.0,3.1,40.0,23840.0,33.8,0.5,,36.6,5.8,,40.0,18.5,40.2,1.5
"Franklin, IA",85.0,47.8,148989.0,4.9,5.7,9977.0,50.0,,0.0,8.8,,,46.0,12.3,41.9,
"Franklin, ID",47.0,18.2,439576.0,3.1,97.6,14715.0,59.4,20.0,,26.3,10.8,2.3,32.0,4.9,32.5,7.4
"Franklin, IL",57.0,,102404.0,,,37541.0,16.9,18.4,,14.0,,,54.0,12.6,43.4,
"Franklin, IN",40.0,,286169.0,4.2,30.0,22929.0,108.0,26.8,,26.2,0.3,4.4,48.0,6.3,42.3,0.2
"Franklin, KS",34.0,5.4,244917.0,5.8,42.2,25994.0,58.0,31.9,,29.6,1.6,4.2,46.0,8.4,40.1,0.0
"Franklin, KY",39.0,,244313.0,12.3,2.1,51563.0,54.4,20.2,,23.5,2.5,4.3,55.0,6.3,40.6,3.5
"Franklin, LA",67.0,,110038.0,0.0,2.4,19590.0,,6.9,33.3,26.0,,,49.0,17.7,39.1,
"Franklin, MA",,,,,,,8.7,14.0,,23.3,,,59.0,6.1,47.7,1.1
"Franklin, ME",,,,,,,37.4,21.4,,16.0,0.4,,56.0,40.9,46.1,
"Franklin, MO",51.0,33.3,257193.0,3.8,,106404.0,8.3,4.1,,13.9,2.6,4.8,52.0,5.9,42.7,3.0
"Franklin, MS",86.0,0.5,153592.0,0.7,6.1,7655.0,85.7,,100.0,21.0,,,44.0,31.4,42.7,1.8
"Franklin, NC",52.0,11.8,365185.0,0.6,86.3,77001.0,54.9,11.6,,27.3,13.9,3.3,30.0,5.6,40.9,13.4
"Franklin, NE",34.0,,133502.0,7.6,,2868.0,,,50.0,0.0,,,50.0,16.3,49.0,
"Franklin, NY",,,,,,,39.5,13.8,0.0,16.5,,,52.0,24.4,41.8,
"Franklin, OH",33.0,50.0,300830.0,2.1,40.4,1326063.0,56.0,15.3,,30.4,1.2,5.2,37.0,6.6,35.1,7.4
"Franklin, PA",36.0,17.0,277086.0,2.7,,157854.0,60.6,8.7,9.7,16.8,1.9,4.5,54.0,6.6,41.6,2.5
"Franklin, TN",59.0,11.3,311757.0,3.9,62.6,43478.0,11.2,5.4,,25.2,4.7,,36.0,13.7,42.7,2.9
"Franklin, TX",71.0,23.6,310449.0,2.1,69.7,10522.0,51.7,12.6,0.0,25.7,,,37.0,23.0,43.5,
"Franklin, VA",47.0,17.5,348102.0,5.7,,54958.0,100.0,11.4,,51.2,0.0,,46.0,13.0,40.5,1.1
"Franklin, VA",47.0,17.5,348102.0,5.7,,54958.0,100.0,11.4,,51.2,0.0,,55.0,20.6,48.5,
"Franklin, VA",47.0,17.5,348102.0,5.7,,54958.0,53.8,4.7,,26.9,,3.2,46.0,13.0,40.5,1.1
"Franklin, VA",47.0,17.5,348102.0,5.7,,54958.0,53.8,4.7,,26.9,,3.2,55.0,20.6,48.5,
"Franklin, VA",47.0,106.6,221181.0,6.0,31.6,8212.0,100.0,11.4,,51.2,0.0,,46.0,13.0,40.5,1.1
"Franklin, VA",47.0,106.6,221181.0,6.0,31.6,8212.0,100.0,11.4,,51.2,0.0,,55.0,20.6,48.5,
"Franklin, VA",47.0,106.6,221181.0,6.0,31.6,8212.0,53.8,4.7,,26.9,,3.2,46.0,13.0,40.5,1.1
"Franklin, VA",47.0,106.6,221181.0,6.0,31.6,8212.0,53.8,4.7,,26.9,,3.2,55.0,20.6,48.5,
"Franklin, VT",,,,,,,27.4,25.2,38.7,18.4,2.7,3.9,56.0,14.2,40.9,1.9
"Franklin, WA",,,,,,,32.2,20.3,,22.9,4.9,3.9,37.0,3.6,31.3,11.3
"Frederick, MD",23.0,,511685.0,3.4,4.2,293391.0,81.6,10.2,,24.9,14.7,4.2,52.0,3.5,38.8,12.4
"Frederick, VA",31.0,,424293.0,3.0,3.7,95994.0,35.0,6.4,,21.4,8.6,5.6,51.0,6.6,41.8,8.7
"Fredericksburg, VA",24.0,,466331.0,3.3,,28383.0,29.6,7.2,,17.2,,4.4,52.0,7.0,31.0,6.2
"Freeborn, MN",40.0,19.4,182017.0,1.1,10.0,30752.0,36.5,5.9,23.8,33.8,0.7,,47.0,8.7,43.9,
"Freestone, TX",74.0,14.2,237824.0,,25.6,19813.0,,11.5,42.8,26.1,0.5,,41.0,24.5,41.8,
"Fremont, CO",58.0,30.3,346950.0,2.6,75.4,49394.0,61.9,12.3,36.3,28.9,5.0,4.5,31.0,13.4,44.9,3.7
"Fremont, IA",46.0,8.2,165105.0,4.8,61.6,6570.0,8.1,,100.0,25.0,,,39.0,11.8,46.4,
"Fremont, ID",48.0,,452889.0,3.0,50.4,13701.0,1.3,30.6,50.0,22.0,5.6,2.0,42.0,48.0,39.9,
"Fremont, WY",59.0,1.7,314163.0,3.9,,39472.0,,20.6,,9.9,,3.1,56.0,15.2,39.4,
"Fresno, CA",,,,,,,41.7,6.8,13.3,21.4,2.2,5.3,41.0,5.4,33.9,4.2
"Frio, TX",61.0,0.0,152820.0,,15.1,18019.0,,21.2,,16.6,,,41.0,19.3,31.8,7.2
"Frontier, NE",78.0,,152877.0,1.5,14.2,2562.0,77.7,14.2,,40.0,,,47.0,23.2,42.8,
"Fulton, AR",73.0,,193538.0,6.5,17.8,12239.0,62.0,4.5,22.2,12.9,0.8,,50.0,22.6,48.6,
"Fulton, GA",51.0,22.8,435769.0,,37.4,1079105.0,36.4,5.7,,29.2,2.7,4.8,38.0,10.9,36.8,7.3
"Fulton, IL",54.0,33.3,102738.0,,,33259.0,22.6,,53.3,29.6,,,53.0,12.4,43.7,
"Fulton, IN",59.0,24.8,194088.0,8.4,10.2,20411.0,18.6,7.3,,16.6,0.9,,52.0,17.1,42.2,
"Fulton, KY",71.0,110.3,84619.0,5.7,,6440.0,10.0,10.0,,23.5,3.7,,55.0,21.4,41.2,
"Fulton, NY",,,,,,,1.0,31.5,,27.8,,4.1,59.0,19.7,44.1,
"Fulton, OH",35.0,27.2,222290.0,6.0,,42434.0,3.6,7.6,,11.1,0.3,5.0,57.0,4.6,41.6,1.0
"Fulton, PA",24.0,,226826.0,,,14545.0,29.4,,100.0,14.8,0.2,,59.0,13.6,45.9,
"Furnas, NE",35.0,,142907.0,,11.7,4605.0,18.7,65.2,0.0,34.7,,,47.0,20.2,46.4,
"Gadsden, FL",69.0,6.5,199782.0,1.8,,43642.0,,,12.5,25.0,,5.5,47.0,13.6,42.0,
"Gage, NE",34.0,30.7,198085.0,8.8,4.7,21646.0,132.5,2.0,27.2,17.7,0.2,,49.0,11.8,42.8,
"Gaines, TX",48.0,10.9,225757.0,7.3,14.5,21904.0,25.6,11.7,42.8,31.4,7.7,,50.0,7.8,29.3,18.9
"Galax, VA",57.0,27.3,160301.0,7.8,,6698.0,25.0,11.1,175.0,27.5,0.9,,53.0,15.0,41.9,
"Gallatin, IL",65.0,,87527.0,,,4857.0,0.0,0.0,0.0,0.0,,,56.0,16.3,47.3,
"Gallatin, KY",39.0,,229945.0,5.1,0.0,8749.0,140.0,14.2,57.1,21.0,0.5,5.8,54.0,13.6,39.7,
"Gallatin, MT",,,,,,,19.1,17.8,,19.1,12.9,3.5,39.0,8.9,34.6,17.5
"Gallia, OH",53.0,138.2,151899.0,2.6,,29162.0,12.5,,60.0,17.3,,,55.0,15.9,41.3,
"Galveston, TX",59.0,13.4,328664.0,,73.5,361744.0,29.6,4.5,2.6,25.1,7.0,4.8,31.0,13.4,39.3,10.7
"Garden, NE",43.0,,180525.0,9.7,,1620.0,,0.0,,0.0,,,57.0,28.8,54.1,
"Garfield, CO",59.0,6.7,695458.0,3.8,,62034.0,78.1,14.4,,17.6,5.9,6.1,51.0,6.3,37.2,3.2
"Garfield, MT",,,,,,,,,0.0,0.0,,,46.0,45.4,43.9,
"Garfield, NE",60.0,,218246.0,15.1,63.6,1797.0,20.0,9.0,,0.0,,,44.0,23.2,45.0,
"Garfield, OK",57.0,5.5,135729.0,3.6,0.4,62322.0,8.0,6.7,,32.9,0.2,9.6,50.0,13.9,35.7,3.6
"Garfield, UT",85.0,33.8,243530.0,3.2,15.9,5170.0,12.3,16.2,33.3,7.0,3.0,,49.0,43.5,41.0,
"Garfield, WA",,,,,,,166.6,6.6,,0.0,4.5,,42.0,13.9,52.6,
"Garland, AR",60.0,2.5,246858.0,1.7,42.0,99784.0,32.3,8.1,,23.5,0.6,6.1,42.0,14.6,45.9,3.8
"Garrard, KY",57.0,8.5,251505.0,12.0,29.5,17346.0,58.9,22.7,61.1,33.7,0.1,,46.0,8.8,42.9,
"Garrett, MD",62.0,11.7,335387.0,1.7,12.6,28713.0,36.7,12.8,6.2,18.3,,,49.0,32.3,48.1,
"Garvin, OK",74.0,14.7,144922.0,3.1,36.3,25779.0,4.2,,26.6,20.5,,,38.0,17.1,38.8,
"Garza, TX",44.0,,115501.0,,5.0,5435.0,,,,0.0,,8.7,50.0,31.5,38.4,
"Gasconade, MO",67.0,48.8,216374.0,8.4,16.0,14774.0,17.9,,62.5,17.3,0.1,,49.0,20.5,46.3,
"Gaston, NC",45.0,3.4,296093.0,0.2,78.7,237242.0,39.2,6.7,3.7,31.4,6.4,5.4,32.0,5.7,39.0,9.9
"Gates, NC",23.0,,245592.0,15.5,20.8,10437.0,61.5,68.0,75.0,14.2,,5.0,57.0,12.2,47.7,
"Geary, KS",37.0,,200278.0,9.7,,35895.0,27.5,38.0,,20.7,2.8,5.3,60.0,13.3,27.1,3.6
"Geauga, OH",29.0,7.4,367183.0,5.4,,95407.0,16.4,34.1,6.8,17.6,1.4,3.1,61.0,3.8,45.2,1.3
"Gem, ID",,,,,,,35.2,19.1,,41.7,16.4,2.3,30.0,4.9,42.8,6.9
"Genesee, MI",45.0,20.0,185642.0,2.2,3.4,401522.0,13.7,6.9,,23.9,,5.5,47.0,10.9,41.0,
"Genesee, NY",24.0,21.5,207482.0,5.7,,57943.0,,30.1,,10.1,,,58.0,5.0,42.4,1.3
"Geneva, AL",74.0,16.5,157832.0,,34.5,26726.0,86.8,4.5,,39.5,0.8,8.3,40.0,15.9,44.0,
"Gentry, MO",77.0,,119580.0,4.9,,6224.0,11.1,11.1,,22.2,,,52.0,17.9,40.5,
"George, MS",56.0,,209564.0,6.9,18.0,24870.0,0.0,2.6,35.0,16.1,4.8,,48.0,10.8,36.2,8.6
"Georgetown, SC",65.0,12.0,384342.0,1.2,3.1,65731.0,38.7,3.3,,29.0,6.6,6.9,48.0,24.0,52.6,7.9
"Gibson, IN",36.0,9.9,202633.0,5.8,22.5,32986.0,,19.5,,19.7,,,48.0,10.8,40.8,
"Gibson, TN",48.0,,174118.0,0.9,42.2,50610.0,50.0,13.3,,24.2,2.9,7.2,42.0,10.6,39.8,
"Gila, AZ",60.0,,392668.0,,55.0,53610.0,35.1,14.0,,28.6,0.3,5.7,37.0,28.7,51.4,
"Gilchrist, FL",66.0,,290776.0,1.6,54.0,18494.0,55.1,7.1,41.6,16.4,4.9,3.9,39.0,10.1,42.7,2.8
"Giles, TN",67.0,69.6,252335.0,3.6,32.7,30442.0,4.5,,,27.1,4.3,,39.0,16.9,43.6,0.8
"Giles, VA",36.0,,183397.0,1.3,,16610.0,45.8,27.2,0.0,28.5,,7.9,54.0,18.6,45.8,
"Gillespie, TX",84.0,,525418.0,0.5,92.8,27202.0,47.7,8.3,16.1,15.3,3.7,4.1,32.0,20.9,50.5,8.9
"Gilliam, OR",,,,,,,20.0,20.0,,0.0,4.9,,38.0,21.7,50.3,
"Gilmer, GA",62.0,,423453.0,1.0,61.3,31976.0,35.0,10.1,,29.8,6.8,5.4,36.0,30.5,50.0,6.8
"Gilmer, WV",85.0,,117517.0,4.2,9.5,7376.0,25.0,11.1,0.0,26.6,,,43.0,28.5,40.7,
"Gilpin, CO",30.0,,567339.0,1.8,51.8,5877.0,10.8,54.7,,32.0,,2.8,41.0,16.9,48.7,0.8
"Glacier, MT",,,,,,,,33.3,0.0,14.8,0.1,,54.0,21.9,34.2,
"Glades, FL",,,,,,,38.6,4.4,,15.7,,7.4,34.0,31.0,45.8,
"Gladwin, MI",35.0,18.6,177124.0,3.7,,25543.0,41.7,28.3,5.5,14.2,1.0,,53.0,34.9,50.8,
